2,1.8458,1.8179,1.786,1.7493,1.706,1.6569,1.5997,1.5365,1.4641,1.3837,1.296,1.2004,1.0986,0.99206,0.88271,0.77314,0.66667,0.566,0.47362,0.3915,0.32099,0.26188,0.21344,0.17429,0.14279,0.11744,0.096954,0.080295,0.066667,0.055472,0.046238,0.038597,0.032258,0.026987,0.022596,0.018933,0.015873,0.013314,0.011172,0.0093778,0.007874,0.0066129,0.005555,0.004667,0.0039216
1.6136,1.4923,1.4704,1.4454,1.4167,1.3829,1.3446,1.3001,1.2511,1.195,1.1328,1.0652,0.99165,0.91344,0.83164,0.74763,0.66319,0.58061,0.50171,0.42813,0.36128,0.30224,0.25111,0.20774,0.17151,0.14174,0.11713,0.096879,0.080281,0.066665,0.055472,0.046238,0.038597,0.032258,0.026987,0.022596,0.018933,0.015873,0.013314,0.011172,0.0093778,0.007874,0.0066129,0.005555,0.004667,0.0039216
1.5825,1.4626,1.441,1.4164,1.388,1.3547,1.317,1.2732,1.2249,1.1698,1.1087,1.0425,0.9704,0.89393,0.81407,0.73217,0.64998,0.56969,0.49301,0.4215,0.35646,0.29892,0.24895,0.20641,0.17131,0.14174,0.11713,0.096879,0.080281,0.066665,0.055472,0.046238,0.038597,0.032258,0.026987,0.022596,0.018933,0.015873,0.013314,0.011172,0.0093778,0.007874,0.0066129,0.005555,0.004667,0.0039216
1.5525,1.4337,1.4123,1.3879,1.3599,1.327,1.2897,1.2464,1.1988,1.1445,1.0845,1.0194,0.94871,0.87386,0.79584,0.716,0.63602,0.55801,0.4836,0.41422,0.35108,0.29513,0.24648,0.20622,0.17131,0.14174,0.11713,0.096879,0.080281,0.066665,0.055472,0.046238,0.038597,0.032258,0.026987,0.022596,0.018933,0.015873,0.013314,0.011172,0.0093778,0.007874,0.0066129,0.005555,0.004667,0.0039216
1.5239,1.4058,1.3845,1.3603,1.3325,1.2999,1.2629,1.2201,1.173,1.1194,1.0602,0.99605,0.92661,0.85323,0.77693,0.69905,0.62123,0.5455,0.47338,0.40621,0.34506,0.29167,0.24648,0.20622,0.17131,0.14174,0.11713,0.096879,0.080281,0.066665,0.055472,0.046238,0.038597,0.032258,0.026987,0.022596,0.018933,0.015873,0.013314,0.011172,0.0093778,0.007874,0.0066129,0.005555,0.004667,0.0039216
1.4965,1.3787,1.3575,1.3334,1.3058,1.2733,1.2366,1.194,1.1473,1.0941,1.0356,0.97226,0.90386,0.83177,0.75705,0.68102,0.60531,0.53187,0.4621,0.39722,0.34084,0.29167,0.24648,0.20622,0.17131,0.14174,0.11713,0.096879,0.080281,0.066665,0.055472,0.046238,0.038597,0.032258,0.026987,0.022596,0.018933,0.015873,0.013314,0.011172,0.0093778,0.007874,0.0066129,0.005555,0.004667,0.0039216
1.4718,1.354,1.3328,1.3087,1.2811,1.2486,1.212,1.1696,1.123,1.0702,1.012,0.94922,0.88158,0.81051,0.7371,0.66271,0.58893,0.51764,0.45016,0.39297,0.34084,0.29167,0.24648,0.20622,0.17131,0.14174,0.11713,0.096879,0.080281,0.066665,0.055472,0.046238,0.038597,0.032258,0.026987,0.022596,0.018933,0.015873,0.013314,0.011172,0.0093778,0.007874,0.0066129,0.005555,0.004667,0.0039216
1.4495,1.3313,1.3101,1.2859,1.2582,1.2257,1.1891,1.1466,1.1001,1.0473,0.98922,0.92675,0.85958,0.78923,0.71684,0.64383,0.57178,0.50253,0.44648,0.39297,0.34084,0.29167,0.24648,0.20622,0.17131,0.14174,0.11713,0.096879,0.080281,0.066665,0.055472,0.046238,0.038597,0.032258,0.026987,0.022596,0.018933,0.015873,0.013314,0.011172,0.0093778,0.007874,0.0066129,0.005555,0.004667,0.0039216
1.4306,1.3119,1.2906,1.2663,1.2385,1.2059,1.1691,1.1265,1.0799,1.0269,0.9688,0.90634,0.83932,0.76932,0.69759,0.62558,0.55493,0.5,0.44648,0.39297,0.34084,0.29167,0.24648,0.20622,0.17131,0.14174,0.11713,0.096879,0.080281,0.066665,0.055472,0.046238,0.038597,0.032258,0.026987,0.022596,0.018933,0.015873,0.013314,0.011172,0.0093778,0.007874,0.0066129,0.005555,0.004667,0.0039216
1.4142,1.2949,1.2735,1.2491,1.2212,1.1884,1.1514,1.1086,1.0617,1.0085,0.95011,0.88743,0.82028,0.75032,0.67886,0.60749,0.55235,0.5,0.44648,0.39297,0.34084,0.29167,0.24648,0.20622,0.17131,0.14174,0.11713,0.096879,0.080281,0.066665,0.055472,0.046238,0.038597,0.032258,0.026987,0.022596,0.018933,0.015873,0.013314,0.011172,0.0093778,0.007874,0.0066129,0.005555,0.004667,0.0039216
