0,0,0,0,0,0,0,0,0,0,0,0,0
0,-4.4409e-16,-4.9957e-16,-4.4521e-16,-2.7756e-16,0,-5.541e-17,0,0,2.7225e-17,0,0,0
0,-5.5511e-16,0,0,-2.7756e-16,-1.6796e-16,-5.554e-17,2.7893e-17,0,0,0,0,0
-8.8818e-16,-1.9498e-06,-9.4369e-16,-1.997e-06,-5.4049e-16,0,-1.9638e-06,1.3878e-17,0,2.0817e-17,0,0,0
-2.2204e-16,-5.5511e-16,0,0,0,-5.5509e-17,-5.5511e-17,0,0,3.1857e-17,0,0,0
-0.022092,-0.016323,-0.011476,-0.004439,-4.996e-16,-1.6653e-16,0,0,-2.7929e-16,4.849e-17,0,0,0
-0.087097,-0.075249,-0.064452,-0.045737,-0.018331,-2.5286e-16,0,0,1.3878e-17,0,3.4247e-17,0,0
-0.12882,-0.11379,-0.099956,-0.07553,-0.037691,-1.6094e-16,-1.3001e-16,0,0,0,0,0,0
-0.15033,-0.13374,-0.11842,-0.091245,-0.048532,-2.1159e-16,0,0,0,3.4978e-18,7.4743e-18,0,0
-0.16099,-0.14365,-0.12762,-0.099113,-0.054074,-2.4204e-16,0,0,0,4.164e-17,0,0,0
-0.1663,-0.14858,-0.13219,-0.10304,-0.056863,0,0,-1.5446e-16,0,0,0,0,0
-0.16894,-0.15104,-0.13448,-0.105,-0.058261,0,0,-5.6243e-17,-1.6641e-16,0,1.7423e-18,6.8326e-19,0
-0.17026,-0.15226,-0.13562,-0.10598,-0.05896,-1.6995e-16,0,0,0,3.5096e-18,1.5833e-17,0,0
